,id,title,overview,popularity,release_date,vote_average,vote_count,genre_ids,genres
641,1375331,Adrienne Iapalucci: The Dark Queen,"Comedian Adrienne Iapalucci takes aim at our public figures, awkward tribute tattoos, virtue signaling and more in this unfiltered stand-up special.",67.582,2024-11-12,4.0,1,[35],['Comedy']
642,284052,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",68.049,2016-10-25,7.4,22048,"[28, 12, 14]","['Action', 'Adventure', 'Fantasy']"
643,50619,The Twilight Saga: Breaking Dawn - Part 1,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,88.788,2011-11-16,6.204,8723,"[12, 14, 10749]","['Adventure', 'Fantasy', 'Romance']"
644,152601,Her,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",114.243,2013-12-18,7.9,14201,"[10749, 878, 18]","['Romance', 'Science Fiction', 'Drama']"
645,260513,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",114.075,2018-06-14,7.463,12803,"[28, 12, 16, 10751]","['Action', 'Adventure', 'Animation', 'Family']"
646,338953,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",113.996,2022-04-06,6.7,4441,"[14, 12]","['Fantasy', 'Adventure']"
647,38700,Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",68.674,2020-01-15,7.1,8231,"[53, 28, 80]","['Thriller', 'Action', 'Crime']"
648,1041613,Immaculate,"An American nun embarks on a new journey when she joins a remote convent in the Italian countryside. However, her warm welcome quickly turns into a living nightmare when she discovers her new home harbours a sinister secret and unspeakable horrors.",85.743,2024-03-20,6.3,1218,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
649,384018,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",83.421,2019-08-01,6.9,7162,"[28, 12, 35]","['Action', 'Adventure', 'Comedy']"
650,35019,Nanny McPhee and the Big Bang,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",100.381,2010-03-26,6.299,1817,"[35, 14, 10751]","['Comedy', 'Fantasy', 'Family']"
651,161,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",113.176,2001-12-07,7.445,11528,"[53, 80]","['Thriller', 'Crime']"
652,11283,Nanny McPhee,"Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",74.363,2005-10-21,6.7,3009,"[14, 35, 10751]","['Fantasy', 'Comedy', 'Family']"
653,176241,Prison Break: The Final Break,"Takes place after Season 4 (after episode 22), on some streaming services this movie is episode 23 and 24 on season 4. Michael and Sara wed, but the happiness is short-lived when the Feds apprehend her for the murder of Michael's mother, Christina. Once a hit is ordered on Sara, the team reunite to break out the increasingly vulnerable target.",112.896,2009-09-10,7.5,646,"[28, 18, 53]","['Action', 'Drama', 'Thriller']"
654,131631,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,108.622,2014-11-19,6.8,15733,"[878, 12, 53]","['Science Fiction', 'Adventure', 'Thriller']"
655,250546,Annabelle,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,112.49,2014-10-02,5.8,6091,[27],['Horror']
656,360784,Hidden,A family takes refuge in a fallout shelter to avoid a dangerous outbreak.,58.802,2015-09-15,6.9,1003,"[53, 27]","['Thriller', 'Horror']"
657,297,Meet Joe Black,"William Parrish, media tycoon and loving father, is about to celebrate his 65th birthday. One morning, he is contacted by the inevitable, by hallucination, as he thinks. Later, Death enters his home and his life, personified in human form as Joe Black. His intention was to take William with him, but accidentally, Joe and William's beautiful daughter Susan have already met. Joe begins to develop certain interest in life on Earth, as well as in Susan, who has no clue with whom she's flirting.",65.532,1998-11-12,7.343,5138,"[14, 18, 10749]","['Fantasy', 'Drama', 'Romance']"
658,1016346,MR-9: Do or Die,Elite Bangladeshi CIA agent Masud Rana – codename MR-9 – teams up with an American CIA operative to bring down an international criminal organization headed by a ruthless businessman.,73.568,2023-08-25,6.5,155,"[28, 18, 53]","['Action', 'Drama', 'Thriller']"
659,1303236,GATAO: Like Father Like Son,"Drug Prince Michael and Scorpion are seizing the old fellows' turfs, the gangs families tornado spins three nobodies who are trying to survive. You'll never know who's gonna get bit by reality through the alternation of generations?",67.227,2024-08-16,0.0,0,"[80, 28]","['Crime', 'Action']"
660,11360,Dumbo,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",112.151,1941-10-31,7.0,4927,"[16, 10751]","['Animation', 'Family']"
661,707610,Bosomy Mom,"Da-hee gets married to Min-soo who is older than her. Thanks to him, he also gets a son who is not too old, Jae-hyuk, who she tries to get acquainted with, albeit awkwardly. After staying with Na-yeon, she suddenly has to meet Jae-hyuk, and Na-yeon has a date with Jae-hyuk. Min-soo is surprised to find three people coming back home from a date. It made him angry to see his son with two women. Right away, Min-soo seeks Da-hee and asks about Na-yeon. Na-yeon met Min-soo secretly. However, Da-hee who is aware of Min-soo and Da-hee's relationship, shares this fact to Jae-hyun.",87.334,2020-05-06,5.9,11,"[18, 10749]","['Drama', 'Romance']"
662,605722,Distant,"After crash-landing on an alien planet, an asteroid miner must contend with the challenges of his new surroundings, while making his way across the harsh terrain to the only other survivor – a woman who is trapped in her escape pod.",111.887,2024-07-12,6.2,42,"[878, 35, 28]","['Science Fiction', 'Comedy', 'Action']"
663,38575,The Karate Kid,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",80.737,2010-06-10,6.5,5948,"[28, 12, 18, 10751]","['Action', 'Adventure', 'Drama', 'Family']"
664,951491,Saw X,"Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",66.762,2023-09-27,7.241,1939,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
665,10138,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",76.454,2010-04-28,6.844,20898,"[12, 28, 878]","['Adventure', 'Action', 'Science Fiction']"
666,791373,Zack Snyder's Justice League,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",79.197,2021-03-18,8.142,9956,"[28, 12, 14]","['Action', 'Adventure', 'Fantasy']"
667,493529,Dungeons & Dragons: Honor Among Thieves,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",88.957,2023-03-23,7.357,3557,"[12, 14, 35]","['Adventure', 'Fantasy', 'Comedy']"
